Label,GENOTYPE,MARKER,Period,Amplitude,Phase,RAE
elf4 LHY,elf4,LHY,17.764891200204943,0.1125231243646953,3.627488110489489,0.3574106437347557
elf4 PRR5,elf4,PRR5,21.540944804674208,0.13363996837436487,2.5142112325016273,0.5053462191359971
elf4 PRR5,elf4,PRR5,26.586549628135728,0.11685497502164197,3.2167763688207165,0.019135664770151828
elf4 PRR5,elf4,PRR5,24.72187192817069,0.11861191088172814,6.881523303676176,0.3757171727897901
elf4 PRR5,elf4,PRR5,15.72278970052264,0.11973152846297935,6.616418522920018,0.4163969549659468
elf4 PRR5,elf4,PRR5,17.49563543739634,0.12428483140731336,7.189265762026404,0.42627056932289176
elf4 PRR5,elf4,PRR5,16.79226986991498,0.13058969832946227,5.475159023041195,0.3802274619777956
elf4 PRR5,elf4,PRR5,18.263594306363004,0.11114663986515605,3.401872013652934,0.19853534570817388
elf4 PRR5,elf4,PRR5,25.349575005223684,0.12517418290121787,3.745954752197729,0.0825803347149858
elf4 TOC1,elf4,TOC1,19.669787271734716,0.12180371800242415,8.008232499717161,0.3774225197292747
elf4 TOC1,elf4,TOC1,18.0480595207547,0.12512257361177612,7.044266008429187,0.4012331916196887
elf4 TOC1,elf4,TOC1,26.605981349562672,0.12908914560769866,11.196831233738687,0.27753150549927724
elf4 TOC1,elf4,TOC1,23.701541740442433,0.13307927349104315,11.44149060006129,0.3854210198608172
elf4 TOC1,elf4,TOC1,22.62051156478119,0.12625116025878075,7.493230891946316,0.35658392502290376
elf4 TOC1,elf4,TOC1,20.982488816346176,0.12212143320854028,11.203323033225178,0.21740979574096114
elf4 TOC1,elf4,TOC1,23.821593686767958,0.11983660478065679,9.758763775977556,0.5579469452010317
elf4 TOC1,elf4,TOC1,26.957091913028375,0.1037498116270206,10.484387911073402,0.3859100429517446
