Label:,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158
21.[B22] WT PRR9,2.107957296,1.972587614,1.837456642,1.716430947,1.611559977,1.516403227,1.42541658,1.347061076,1.305218759,1.290588378,1.29104776,1.2924543,1.27732048,1.278803353,1.294144397,1.312999501,1.358370571,1.413652275,1.43181643,1.403580096,1.373479732,1.336137251,1.316243736,1.317445117,1.313091413,1.343780702,1.393438579,1.448627622,1.513937039,1.540459405,1.532277748,1.511871462,1.484357779,1.440767239,1.409510766,1.407054365,1.421056853,1.433482406,1.446049704,1.470712704,1.514457907,1.56347555,1.576004993,1.558874288,1.536120063,1.502984185,1.484794216,1.470420594,1.455007697,1.465310328,1.467501877,1.479652747,1.516265274,1.547517201,1.569193432,1.567194012,1.541290592,1.508221662,1.466335404,1.436964575,1.431025491,1.432618795,1.424822638,1.441098631,1.49173754,1.534744771,1.521101264,1.5003258,1.485699662,1.458798613,1.446715234,1.451294151,1.458465609,1.452143589,1.432822239,1.445772786,1.490872191,1.524052408,1.511291033,1.486948573
22.[B23] WT PRR9,1.703082048,1.534924991,1.399720603,1.321707881,1.248491676,1.15551763,1.051406471,0.969912402,0.948276664,0.961511537,0.959042373,0.92960682,0.933244265,0.937471595,0.945760816,0.993981816,1.048706672,1.10010546,1.122993638,1.101932534,1.095554952,1.077905297,1.04877818,1.046908382,1.044028412,1.048122527,1.072592942,1.111998817,1.156691025,1.201228185,1.225338288,1.210213945,1.194539867,1.178229729,1.163693244,1.168986827,1.16136734,1.168404588,1.20271329,1.224613923,1.253442334,1.301343944,1.342059318,1.3331574,1.305840778,1.286535777,1.277084097,1.268177687,1.267290055,1.269845115,1.270548855,1.276065722,1.276074583,1.270903493,1.269223988,1.269637979,1.248674408,1.222166538,1.206483765,1.171204923,1.149907178,1.143800295,1.129098829,1.118176378,1.128189631,1.151176289,1.162975336,1.154056626,1.136253516,1.117993594,1.09753745,1.074288271,1.063069747,1.059391932,1.051019764,1.059070698,1.068188988,1.071491333,1.077064315,1.067546553
23.[B24] WT PRR9,2.215912212,2.066952032,1.924071284,1.824429836,1.747345651,1.651054542,1.545398984,1.495100345,1.476625546,1.466523514,1.470694902,1.493308037,1.493321743,1.511461668,1.537857721,1.546021092,1.607573274,1.681958185,1.71010909,1.695676415,1.688310836,1.653393185,1.624277235,1.617127587,1.60663405,1.633358146,1.645562769,1.651643244,1.692917937,1.713474783,1.723440626,1.698626701,1.648733656,1.649152094,1.634141554,1.612358871,1.612765194,1.623082143,1.635179933,1.672008495,1.725702647,1.75724501,1.751370168,1.74091933,1.721158871,1.695697686,1.699498256,1.672416015,1.656479677,1.668056721,1.66600205,1.703955577,1.733434944,1.743228864,1.755539337,1.73584816,1.721985683,1.703376586,1.659654445,1.626777611,1.635261218,1.650070773,1.656564712,1.682002068,1.710190254,1.727565659,1.72567981,1.701236636,1.662975076,1.637375115,1.630351276,1.633582296,1.641000603,1.644142048,1.653144338,1.664807239,1.668085959,1.683783753,1.667639227,1.636197899
24.[B25] WT PRR9,1.387815538,1.247946617,1.107052307,1.009353904,0.927079506,0.817650284,0.74972158,0.710486367,0.674072259,0.642033824,0.604078732,0.559226465,0.533574998,0.563281819,0.601875735,0.616958297,0.623618397,0.665476855,0.723912099,0.750140222,0.720405076,0.688589503,0.672309881,0.665825383,0.665651586,0.669447707,0.691622421,0.728415134,0.740239995,0.768786475,0.819656949,0.849579963,0.841245716,0.805584108,0.774259894,0.771518097,0.763034154,0.757656146,0.77790806,0.809131149,0.818099767,0.828071734,0.870533445,0.895390063,0.897910201,0.892936854,0.887157039,0.875130891,0.861589013,0.854199548,0.853112483,0.8506654,0.849685375,0.85617999,0.86540207,0.873308136,0.868428929,0.845441538,0.830876361,0.820410006,0.80724349,0.796781631,0.773015253,0.760440209,0.772368759,0.767113434,0.773779793,0.797727483,0.813252661,0.818414933,0.806635406,0.784163566,0.768646094,0.754604539,0.740386563,0.731777593,0.733427332,0.730619509,0.726946568,0.738076584
25.[B26] prr79 PRR5,0.586631592,0.68461689,0.745155512,0.776584732,0.795445798,0.786878808,0.754518684,0.694520775,0.60781011,0.532877169,0.470618039,0.425738591,0.419055365,0.421139929,0.456237328,0.545945719,0.633876121,0.720208333,0.787465446,0.804184018,0.806089232,0.787877988,0.740150865,0.683560943,0.623750793,0.567510811,0.525269016,0.502887905,0.488115523,0.489989375,0.535356199,0.609396697,0.681883798,0.734640593,0.773824001,0.80028261,0.808996515,0.793562432,0.753334702,0.701325857,0.65228913,0.614102464,0.587381935,0.568421392,0.561062194,0.580724945,0.61811068,0.670175009,0.735542999,0.784499135,0.808178672,0.807928034,0.786783048,0.76426295,0.735062007,0.691289757,0.655099202,0.621596914,0.585311094,0.556008796,0.553210274,0.578656258,0.618994863,0.659260947,0.704311313,0.743856116,0.76023674,0.756381251,0.74287038,0.722438047,0.689048927,0.645393512,0.6030678,0.572118324,0.55190448,0.536760255,0.531098049,0.544974144,0.577463329,0.622656044
26.[B27] prr79 PRR5,0.491439494,0.588743397,0.678362638,0.733272352,0.733030757,0.712133675,0.670839815,0.600673793,0.526337363,0.456304265,0.398289441,0.360258818,0.323140665,0.300826457,0.32539296,0.400733766,0.507797682,0.616419092,0.697110755,0.737695691,0.753073662,0.759173056,0.727230202,0.673345355,0.619953135,0.55463859,0.485268578,0.429723412,0.402050315,0.398473987,0.421105664,0.47335534,0.547802186,0.631463249,0.706386587,0.754301725,0.771699811,0.761619116,0.733321153,0.702030756,0.654600698,0.587403778,0.527809662,0.481294263,0.450815592,0.44014662,0.443509486,0.470723513,0.530241878,0.60804646,0.679761083,0.726149466,0.740385175,0.72791384,0.702478922,0.674037652,0.636315685,0.584667468,0.529331437,0.489547259,0.451151933,0.423777464,0.432981919,0.473356891,0.530077323,0.593719906,0.662102858,0.708547659,0.726682928,0.730603853,0.711341617,0.673629073,0.626774109,0.569146944,0.513406798,0.469286498,0.437538304,0.424935117,0.433037106,0.461006836
27.[B28] prr79 PRR5,0.934125985,1.037162087,1.103774648,1.133448871,1.140610963,1.116190668,1.040797141,0.967170854,0.893761565,0.8229827,0.772626491,0.744819792,0.767849678,0.835026335,0.936477434,1.058963477,1.153636927,1.207916952,1.227782049,1.219461711,1.180420552,1.107264391,1.04053463,0.986466511,0.93676958,0.90834896,0.906888636,0.931391426,0.998019829,1.096769566,1.166327958,1.204540931,1.230687872,1.240352087,1.216706148,1.170703184,1.11902324,1.06694947,1.017964251,0.980169324,0.959597069,0.963705562,1.001028173,1.070976425,1.15055227,1.197522048,1.216640042,1.217270915,1.196694626,1.152594052,1.088339723,1.023895054,0.970351977,0.927443851,0.901082233,0.898347624,0.924819131,0.975855804,1.037674721,1.096241846,1.130528416,1.142400461,1.141480708,1.12080735,1.066735953,1.017105512,0.973264209,0.928566282,0.908261821,0.894564134,0.894144944,0.920425095,0.971772574,1.027987647,1.058115501,1.071723006,1.072537532,1.045986701,0.999930376,0.95338069
28.[B29] prr79 PRR5,0.478101782,0.578465609,0.669612419,0.726223378,0.738283905,0.72739078,0.703219354,0.642061061,0.560593469,0.485897634,0.428969468,0.375493131,0.341691983,0.338326213,0.363758953,0.431765648,0.518095035,0.598832723,0.673520477,0.713775562,0.727058469,0.731120817,0.707280946,0.659158281,0.604439309,0.559945971,0.527233195,0.493732947,0.466527707,0.473820005,0.500874199,0.549970133,0.620147546,0.677911614,0.71980281,0.742549524,0.742497629,0.736005537,0.71715695,0.679185019,0.629478193,0.57917125,0.543370022,0.525239217,0.51102655,0.515363804,0.547901629,0.601996709,0.661289531,0.707545349,0.733687949,0.742971591,0.731389627,0.703930059,0.671850725,0.642247918,0.604910019,0.568192941,0.546687385,0.53061468,0.518248099,0.518743489,0.540513834,0.57111472,0.606995233,0.639953881,0.652142192,0.653327579,0.647112484,0.629561877,0.602383218,0.572075566,0.545193581,0.524902313,0.509178815,0.496278339,0.489085202,0.495353061,0.520077034,0.556519081
29.[B30] prr79 PRR5,0.351557359,0.421391344,0.491592524,0.549704289,0.565759461,0.555291719,0.542882369,0.503425969,0.436898576,0.361914949,0.298222572,0.24617456,0.205640642,0.182376744,0.188030841,0.231698518,0.306357535,0.389142195,0.460883946,0.506321893,0.522267134,0.521186525,0.496511502,0.450518887,0.398990336,0.342450614,0.288325,0.247164961,0.222832461,0.216957346,0.229194491,0.261837277,0.326720697,0.399154858,0.454154588,0.503339777,0.531230669,0.531087501,0.514012038,0.484206478,0.444657238,0.399273159,0.353904741,0.317590043,0.292927342,0.279459271,0.288379179,0.323125597,0.378246124,0.440973556,0.488007173,0.511963166,0.521528826,0.518679963,0.503206899,0.47459233,0.434473802,0.393449631,0.358643497,0.331055346,0.311024768,0.300732355,0.306375706,0.335399185,0.379830217,0.429733935,0.474804529,0.49995913,0.51149308,0.512467746,0.489980485,0.456949022,0.421481795,0.384575723,0.355861005,0.33644149,0.323871477,0.318265566,0.322192481,0.34516798
30.[B31] prr79 PRR5,0.335375612,0.44953631,0.519786526,0.546052588,0.554710108,0.540104538,0.503020765,0.433973396,0.353912683,0.295113045,0.246270172,0.222248594,0.215988538,0.234115351,0.303353319,0.399877703,0.483665258,0.534619597,0.551878809,0.538578265,0.499560489,0.436581013,0.36947552,0.316297289,0.266888517,0.23686943,0.228541026,0.241682287,0.286553174,0.365777778,0.439319837,0.484448036,0.504473554,0.507599581,0.495055808,0.457494418,0.404538891,0.352318925,0.302714899,0.274961487,0.259797829,0.25801568,0.283753761,0.328507184,0.401476185,0.461142981,0.484297948,0.498224438,0.49367696,0.465007415,0.425223068,0.385454303,0.341047271,0.301256447,0.282014028,0.275920728,0.275557649,0.307249813,0.360170227,0.410753798,0.449677939,0.47685683,0.479067225,0.46773438,0.445509774,0.41326292,0.382548392,0.353825893,0.322852794,0.30345787,0.309572673,0.332725707,0.376353188,0.421402665,0.451793599,0.471127913,0.485102665,0.481241395,0.461137371,0.433720766
31.[B32] prr79 PRR5,0.694150224,0.784773184,0.875429672,0.944812344,0.987483762,1.001514302,0.977743576,0.93008097,0.866792207,0.793382994,0.720335994,0.655574381,0.607064136,0.580223883,0.586325927,0.659574932,0.759058367,0.843211767,0.913358536,0.946405203,0.958664094,0.953262331,0.908211996,0.849020461,0.789581503,0.73005086,0.671572785,0.629796918,0.620609094,0.645617017,0.700776353,0.795417774,0.890652182,0.952815731,0.983296626,0.998444038,0.986725917,0.951150459,0.907261481,0.84823099,0.794980126,0.761315762,0.738188297,0.711546531,0.708564283,0.749807511,0.82421562,0.89923803,0.968117226,1.00780098,1.007712547,1.006160179,0.987193557,0.934686903,0.862648759,0.8034197,0.747063912,0.70580557,0.693472428,0.69427625,0.725929319,0.783419229,0.84822075,0.910219672,0.944002208,0.954508352,0.949566647,0.916559326,0.869952971,0.819037677,0.768351403,0.726180955,0.699850428,0.67607057,0.664641535,0.700244956,0.754597806,0.81387624,0.868181456,0.899757374
32.[B33] prr79 PRR5,0.397941783,0.491205112,0.582675257,0.644112265,0.675317741,0.675562767,0.635151753,0.58889803,0.531458505,0.464226519,0.405323204,0.33205013,0.288332974,0.282133276,0.291088964,0.368374757,0.481625044,0.578961238,0.641152672,0.681834674,0.704967568,0.696580729,0.653885413,0.604903418,0.545359842,0.475480877,0.41563454,0.388121976,0.36746318,0.370214247,0.425479727,0.522525776,0.616095914,0.68930733,0.731522223,0.732591182,0.721080186,0.678292015,0.611519994,0.560644944,0.51058591,0.451460134,0.409669614,0.410843205,0.426531976,0.480861143,0.558568884,0.624575265,0.69069396,0.717648101,0.707869573,0.682481622,0.630043753,0.573344327,0.521871455,0.474014263,0.433472711,0.402841426,0.392506524,0.412254031,0.462473189,0.533636471,0.601233117,0.643820016,0.660297426,0.669196636,0.653561181,0.615725325,0.575781868,0.517090057,0.45856569,0.416797171,0.388374059,0.36596597,0.363305705,0.401786719,0.478016663,0.547823195,0.58625165,0.60431405
33.[B34] WT PRR7,2.055394786,2.266249105,2.413163392,2.405290588,2.215139937,1.981036743,1.757681831,1.560988698,1.467625752,1.372182074,1.298787777,1.333692541,1.36061004,1.493530623,1.704332083,1.805531981,1.883518506,1.878400072,1.785657146,1.735809276,1.653286226,1.557350901,1.50758434,1.489741596,1.495972987,1.550654798,1.66230603,1.775169339,1.864570164,1.899937905,1.861517535,1.792192444,1.718403504,1.651659639,1.605022131,1.601758361,1.608364458,1.63281845,1.742364412,1.876308144,1.973796947,2.002604639,1.961872766,1.919534846,1.88630657,1.835127977,1.781324996,1.753957145,1.765790204,1.808000619,1.866655706,1.951135992,2.034954994,2.062472797,2.044357599,1.981564221,1.887854139,1.802048629,1.731844998,1.698751539,1.697781618,1.684885017,1.737919825,1.839347377,1.902171555,1.914261268,1.882838086,1.829507829,1.770374867,1.691206906,1.635817038,1.617810126,1.596351569,1.575904347,1.606241481,1.69757553,1.785815173,1.840352287,1.848989902,1.820662699
34.[B35] WT PRR7,2.468680077,2.730657135,2.840837243,2.744223108,2.54883363,2.341789301,2.11918961,1.908566701,1.764414143,1.683939755,1.641712347,1.651091898,1.738160903,1.886369245,2.024013344,2.118387533,2.137817467,2.066141207,1.999069461,1.954636954,1.931137798,1.926782682,1.914931283,1.95244594,2.043447195,2.160505187,2.302477262,2.385979377,2.395236192,2.344707715,2.236385865,2.126841257,2.082839883,2.074015582,2.031408333,2.028496792,2.127306268,2.267927219,2.35409247,2.391251237,2.387560533,2.322577522,2.215876633,2.142691322,2.089771554,2.074260901,2.095770794,2.126600234,2.193336646,2.279822697,2.351286291,2.370364628,2.309994166,2.24119703,2.16137582,2.068592843,2.042228721,2.006896045,1.988073509,2.04058075,2.1410291,2.239618763,2.319577651,2.34457534,2.292609696,2.242100445,2.181312172,2.109440224,2.051990572,2.008478062,1.973648262,1.995734246,2.100561964,2.221755154,2.269335541,2.26380276,2.222768438,2.131040021,2.05714614,2.01664879
35.[B36] WT PRR7,0.77106679,1.027304879,1.227371615,1.255775074,1.141379772,0.951020304,0.744329384,0.553125068,0.369148112,0.228730893,0.175264169,0.200850187,0.233960609,0.307320141,0.457281211,0.621040346,0.658609299,0.582300309,0.487597695,0.435749241,0.38925307,0.339550409,0.318030584,0.346036721,0.376110917,0.428313244,0.541562165,0.693341711,0.768096194,0.767253223,0.713514451,0.614198233,0.517874522,0.456281283,0.407999149,0.361952822,0.404746835,0.506901718,0.606673403,0.678914307,0.731723074,0.711773823,0.653092692,0.621049851,0.558469671,0.483498172,0.434108287,0.424342195,0.446589722,0.519784243,0.62911953,0.72851979,0.78242808,0.775223727,0.715515734,0.637974168,0.586230496,0.548526938,0.525716261,0.533513439,0.573271638,0.635064823,0.702353607,0.761610656,0.801477097,0.784490067,0.71732687,0.63476101,0.557041025,0.487694535,0.442299536,0.426542864,0.430356985,0.493363967,0.595260659,0.683627163,0.728890361,0.721224114,0.691307804,0.651587479
36.[B37] WT PRR7,0.94721408,1.264291127,1.491317882,1.475057662,1.309679465,1.107142174,0.908506843,0.718287696,0.580011941,0.484739724,0.445082547,0.459886251,0.4882533,0.652958932,0.834180701,0.90671915,0.948573521,0.922317207,0.851259833,0.76363572,0.673060798,0.635459402,0.581414657,0.563882008,0.656926923,0.744826828,0.887756164,0.981583808,0.944965085,0.9045843,0.85280286,0.800632334,0.747889538,0.686728571,0.682329596,0.687224017,0.726624187,0.851851103,0.955871912,0.978196583,0.948082755,0.915261047,0.881075857,0.833420552,0.790483307,0.760188167,0.733954892,0.746709348,0.805705415,0.909434148,1.016790156,1.024371956,0.991926909,0.959392693,0.905196529,0.824428355,0.791611846,0.764113557,0.726512106,0.759315392,0.82502069,0.888244708,0.948438745,0.998341575,0.980623441,0.925461825,0.859815522,0.797650889,0.768711774,0.757417915,0.756889444,0.78699771,0.862384218,0.930574987,0.977306111,0.979236529,0.92533464,0.896683841,0.852995264,0.786132777
37.[B38] WT PRR7,1.824212475,2.076008584,2.272186052,2.280771392,2.159465877,1.959773237,1.71945562,1.532777435,1.399349868,1.295611729,1.228837822,1.235478078,1.258256702,1.298551432,1.43496155,1.582330117,1.669726689,1.682765873,1.644938009,1.569987868,1.47397345,1.390549375,1.367604615,1.392111296,1.411424964,1.425849099,1.567767766,1.734023787,1.830746291,1.879430329,1.828698265,1.725594081,1.6346277,1.561578708,1.540751897,1.533970271,1.498605599,1.48942073,1.570919722,1.717364793,1.837006658,1.877476441,1.850724477,1.79497471,1.737427973,1.672201823,1.628648955,1.610530425,1.584061286,1.60880196,1.671908004,1.741713134,1.84086672,1.893509221,1.867946476,1.793476784,1.699033919,1.636572375,1.598286816,1.541608134,1.515766104,1.522294367,1.554353073,1.630294234,1.743880865,1.812418392,1.795690897,1.772927514,1.738585041,1.669590895,1.578626657,1.522548283,1.49454672,1.482554319,1.499004914,1.563803947,1.665572379,1.75202461,1.764429171,1.725994854
38.[B39] WT PRR7,1.256856249,1.496225617,1.715570301,1.800140185,1.753573429,1.616989532,1.402099865,1.201004601,1.038658987,0.908244538,0.85903651,0.858593603,0.876980508,0.935310765,1.08127599,1.257267397,1.377294577,1.405963817,1.347693846,1.252997611,1.164414208,1.071053608,1.033801063,1.025535082,0.975328396,0.994493108,1.116961512,1.27752578,1.376456101,1.405674219,1.39751784,1.379671971,1.347037535,1.287573523,1.214618498,1.163888211,1.158988751,1.191910465,1.245190927,1.315142962,1.417749688,1.489826079,1.484983427,1.476261581,1.467713821,1.423487075,1.334123902,1.272854523,1.229364647,1.200819746,1.230738985,1.285849981,1.359773489,1.449268293,1.505922339,1.492487958,1.427925271,1.360191423,1.295239196,1.232818641,1.178038105,1.143167682,1.142511177,1.181452525,1.254891826,1.345450595,1.412546612,1.418984874,1.35954172,1.27919877,1.19814833,1.13479989,1.109948388,1.103181787,1.106812463,1.1352563,1.206796835,1.289694304,1.335642521,1.326444158
39.[B40] WT PRR7,2.666123999,2.9220408,3.126077843,3.145281511,3.035742656,2.830616946,2.593622735,2.423395505,2.259170552,2.174748202,2.134851434,2.079014825,2.159715171,2.32270275,2.504870094,2.63955496,2.653894519,2.60790934,2.54130446,2.480490946,2.426858444,2.346130948,2.314913679,2.342990965,2.419875257,2.561169258,2.674432236,2.729047906,2.740513187,2.710132233,2.615561696,2.528717797,2.47033139,2.421695068,2.399125463,2.449748061,2.570721897,2.711360524,2.810728965,2.843442937,2.84279984,2.820970405,2.776239855,2.717713756,2.633774096,2.587838364,2.609819862,2.669968173,2.767407989,2.864019407,2.915427907,2.916834439,2.899080164,2.841490895,2.747224598,2.636499375,2.540303277,2.504215401,2.505690327,2.564436981,2.686758543,2.785156589,2.808373527,2.757176979,2.661214304,2.554530106,2.45933042,2.376103588,2.336169017,2.344758637,2.353567129,2.442716702,2.565061921,2.63141794,2.630316792,2.605431911,2.567241268,2.51845549,2.458591637,2.388138664
40.[B41] WT PRR7,2.15256932,2.434453412,2.586893217,2.550925229,2.434939341,2.244184246,2.03476394,1.851949764,1.680175371,1.604553357,1.583761589,1.57841032,1.680106941,1.81348977,1.979289067,2.156619432,2.181752665,2.144821348,2.104573349,2.038389187,1.945267532,1.860327408,1.80821182,1.79656609,1.838964789,1.963010369,2.115768283,2.211610437,2.261422873,2.250419842,2.182186234,2.098353403,2.041683142,1.989744621,1.953685491,1.971065715,1.990019026,2.062489317,2.207454309,2.338527731,2.375900158,2.369677837,2.361758771,2.32421298,2.290079679,2.24860229,2.206023666,2.203386717,2.189622438,2.22874066,2.339254979,2.395576068,2.411368488,2.390994814,2.333292211,2.266989202,2.190385574,2.111035922,2.052891215,2.033172363,2.015780621,2.037031235,2.120407549,2.166104837,2.173741667,2.152176044,2.104359868,2.05731756,2.000159717,1.944281035,1.912074827,1.882297532,1.844920513,1.843081199,1.914055844,1.983623858,2.010279042,1.991058684,1.9442533,1.891636025
41.[B42] prr79 TOC1,0.166449574,0.173495892,0.177120662,0.18033188,0.204826555,0.246656355,0.297731645,0.361196681,0.412837873,0.432948521,0.417941342,0.371304001,0.311447396,0.259570558,0.222434206,0.197291141,0.179359651,0.166784002,0.162494014,0.170027388,0.189970713,0.217641539,0.259819008,0.317744427,0.370969915,0.403248906,0.404053306,0.371997812,0.325216024,0.281061517,0.247331843,0.220421188,0.207299567,0.206100192,0.198748974,0.19710056,0.213151917,0.246173049,0.286282061,0.325778807,0.36031865,0.385799429,0.389115062,0.364833251,0.323342922,0.279455668,0.242744666,0.217706425,0.20788973,0.205077563,0.202992139,0.208345191,0.222392023,0.244996738,0.276454618,0.31415112,0.348024664,0.366488937,0.366182598,0.348574442,0.318712444,0.283864501,0.249655387,0.223219457,0.209438022,0.201343282,0.197117524,0.199178565,0.209039764,0.226952358,0.251380863,0.279565198,0.309687188,0.330107948,0.328979345,0.313475254,0.284878203,0.24763687,0.216329996,0.192408104
42.[B43] prr79 TOC1,0.068371545,0.059898576,0.053440643,0.059065085,0.081555664,0.117685268,0.164182077,0.23436797,0.292893049,0.305140777,0.28642985,0.237013523,0.1759336,0.127667832,0.094538715,0.079555123,0.069596397,0.056313086,0.063812097,0.075249796,0.093891421,0.139993654,0.190290381,0.232000863,0.257904457,0.258896018,0.229534819,0.187358382,0.151227126,0.125678636,0.108237335,0.093653156,0.080624959,0.075089327,0.083763317,0.106414641,0.1390491,0.17850816,0.218589748,0.248416889,0.257823682,0.245019949,0.216854239,0.18452354,0.157773909,0.13916139,0.126562737,0.118601433,0.115752037,0.117837952,0.126322054,0.142588758,0.166067996,0.193136781,0.217737975,0.231037536,0.225133607,0.203819535,0.176845441,0.152295694,0.13266249,0.119882979,0.113001838,0.108587432,0.10406965,0.104875868,0.116180247,0.13750101,0.161578772,0.182132178,0.194009745,0.19322069,0.178418255,0.155174433,0.133855712,0.120769984,0.107435658,0.098207913,0.096854731,0.097923741
43.[B44] prr79 TOC1,0.180529108,0.177708761,0.174880047,0.1733372,0.185029964,0.221141326,0.270125075,0.334880037,0.400018321,0.430964433,0.41238187,0.355557676,0.292370716,0.24798247,0.207859788,0.184069637,0.17739687,0.169573724,0.165149056,0.183439207,0.22128474,0.259566476,0.312350521,0.371310903,0.414175269,0.423998503,0.401806781,0.354394902,0.301026172,0.26580231,0.249111938,0.243681026,0.24110032,0.237285002,0.239390081,0.256558414,0.289168708,0.328145828,0.367696905,0.401626304,0.413587501,0.388503492,0.350442461,0.311553567,0.274947783,0.246810846,0.235035394,0.23169432,0.231526381,0.241415361,0.258663965,0.283698459,0.318534663,0.360080533,0.394665899,0.40978524,0.396488932,0.356125111,0.316416156,0.281707951,0.251070495,0.234626994,0.220416349,0.209851899,0.210710202,0.222716397,0.244683587,0.274530476,0.308506418,0.338931341,0.350485587,0.33994955,0.312479854,0.274268244,0.239796385,0.214702187,0.195901659,0.179446334,0.166735389,0.162009156
44.[B45] prr79 TOC1,0.098169776,0.080707543,0.075412045,0.091661399,0.125034672,0.183957047,0.254475231,0.321419639,0.362704954,0.339698566,0.277197626,0.206418809,0.145006356,0.103449434,0.089589981,0.086083882,0.079147934,0.078743279,0.105274806,0.149963359,0.213107223,0.284024984,0.332636373,0.331977755,0.296636185,0.247274451,0.199780932,0.161433266,0.131702323,0.12256741,0.121446962,0.116466755,0.122578024,0.160438847,0.214048772,0.270188243,0.317308997,0.332895739,0.309366032,0.263730745,0.210866701,0.16042934,0.128553166,0.119528448,0.110626623,0.104562529,0.121995965,0.142726461,0.182163193,0.23931735,0.29268536,0.321516691,0.315554412,0.282623168,0.234520736,0.18599381,0.153524066,0.134632384,0.120707244,0.114104258,0.123263359,0.144868853,0.168861034,0.203658045,0.249150499,0.284974,0.296811145,0.275917701,0.233802139,0.191395761,0.158959809,0.131266333,0.108463841,0.099006933,0.102715332,0.107030474,0.127681675,0.162164317,0.19987941,0.236162517
45.[B46] prr79 TOC1,0.164285959,0.151520281,0.146636861,0.158167691,0.193701618,0.256868652,0.326669017,0.385474856,0.420797235,0.403957099,0.346818246,0.279377893,0.223662659,0.18531263,0.164627651,0.156495123,0.15309345,0.158145226,0.171206571,0.191861791,0.226739366,0.278613737,0.340774184,0.390597397,0.396061504,0.375102157,0.334862729,0.276944608,0.243309752,0.223566241,0.205259514,0.196797283,0.19808106,0.207318044,0.224340837,0.251033594,0.288529501,0.330341988,0.368073599,0.394034933,0.390375454,0.357951172,0.312283262,0.268078739,0.237646827,0.222945356,0.217381498,0.214688082,0.218729299,0.234225465,0.259668864,0.287343668,0.323744065,0.364308783,0.38764443,0.383500709,0.360377074,0.327852085,0.288594357,0.255244258,0.231730761,0.216277601,0.208634596,0.20742044,0.212679634,0.225011877,0.243761187,0.268568426,0.297385905,0.322125377,0.327134016,0.310014899,0.278976653,0.244967985,0.213175381,0.189391826,0.175802592,0.16827697,0.160648332,0.161248354
46.[B47] prr79 TOC1,0.176284446,0.164278923,0.167008984,0.186477735,0.214881972,0.260248367,0.323213094,0.390642239,0.43767571,0.444159441,0.411166479,0.35914328,0.308640602,0.264924322,0.231044041,0.215796236,0.205143216,0.198303726,0.207181843,0.225155968,0.252290231,0.293752346,0.350265189,0.404317351,0.435065362,0.432434217,0.408520382,0.371307356,0.329036597,0.294484273,0.270953305,0.259764786,0.259325308,0.260261256,0.268028678,0.288115994,0.314988622,0.347391553,0.38661838,0.428426446,0.45384692,0.451515761,0.423956068,0.386159317,0.351874662,0.323616196,0.298572591,0.281945565,0.278559335,0.280974437,0.275217828,0.282892522,0.307822466,0.337431395,0.370595445,0.401553137,0.418608355,0.410455491,0.383291016,0.349724112,0.319007422,0.290351883,0.266486376,0.251605357,0.246479678,0.242920635,0.24212165,0.249559765,0.262226188,0.279979491,0.301943217,0.32282056,0.332287848,0.323995606,0.29842062,0.263684656,0.235987138,0.218181005,0.199373886,0.186603102
47.[B48] prr79 TOC1,0.04363776,0.035007816,0.040424769,0.05942344,0.096075543,0.161893324,0.223212813,0.278664806,0.306046685,0.271551667,0.221458242,0.16852288,0.124484892,0.101526012,0.088422486,0.077796753,0.066986938,0.067330274,0.09528166,0.134138375,0.175971558,0.220422888,0.257518459,0.261476463,0.240183671,0.201405422,0.155532293,0.126079363,0.106374676,0.091214834,0.083493026,0.085747778,0.092411117,0.110500774,0.144243849,0.188482735,0.233562432,0.256868199,0.255740262,0.236283794,0.198644509,0.166684052,0.14031593,0.119779128,0.115822963,0.116810416,0.11622177,0.120048921,0.138004515,0.169560721,0.204194595,0.231802197,0.243346321,0.233436256,0.212656652,0.187375615,0.162732952,0.145071829,0.135173601,0.124578931,0.116089988,0.117009648,0.123368117,0.138113225,0.158766132,0.181817171,0.204323883,0.211549991,0.199707609,0.174189614,0.145284429,0.12484644,0.110893433,0.101448361,0.095787977,0.091597546,0.095181467,0.106109256,0.122028252,0.142451013
48.[B49] prr79 TOC1,0.171494845,0.162775165,0.160797266,0.175716307,0.200814814,0.248941324,0.316434129,0.376510415,0.410594399,0.410999207,0.370628431,0.304144132,0.248378702,0.210690756,0.196944544,0.19117433,0.179495071,0.187770775,0.201549628,0.235081289,0.294914118,0.351861639,0.408104308,0.433814495,0.413215677,0.364267162,0.312441694,0.276557125,0.256461201,0.244034393,0.236182603,0.233620483,0.240877219,0.259487222,0.290138767,0.33665501,0.388492199,0.426029067,0.431973125,0.405215634,0.368328819,0.329531531,0.29529284,0.271231753,0.252463068,0.242976932,0.244348108,0.255006641,0.275596127,0.310508433,0.352206776,0.387453377,0.406563487,0.4058759,0.378491434,0.33748358,0.300146963,0.270954317,0.25061012,0.239196274,0.23355419,0.231775075,0.239393335,0.260292361,0.288553474,0.319732587,0.349990022,0.35664677,0.343738767,0.316435705,0.277336224,0.242226679,0.223522048,0.210774954,0.199816088,0.200299685,0.199003683,0.205228549,0.222098779,0.244713638
